scope,seed,run_id,actor_id,driver_id,archetype,fleet,total_checkpoints,ready,queued,suppressed,expired,superseded,offered,displayed,accepted,dismissed,expanded,execution_observed,attached,unattached,first_checkpoint_min,first_attached_step,median_steps_between_attached,trip_transition_count,two_route_legs,topics,actions,final_payout_vnd,final_trips_done
seed,1001,1001-B-sp+al-all-c9beb6ef2,31,d-31,P3,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,572.0,,,52,1,shift_timing,ONLINE,439316,17
seed,1001,1001-B-sp+al-all-c9beb6ef2,32,d-32,P3,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,575.0,,,36,1,shift_timing,ONLINE,277304,12
seed,1001,1001-B-sp+al-all-c9beb6ef2,33,d-33,P3,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,565.0,,,33,1,shift_timing,ONLINE,264780,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,34,d-34,P3,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,541.0,,,55,1,shift_timing,ONLINE,405456,17
seed,1001,1001-B-sp+al-all-c9beb6ef2,35,d-35,P3,swap,3,2,0,1,0,0,0,0,0,0,0,2,2,1,598.0,40,71.0,67,1,energy;rest;shift_timing,ONLINE;REST;SWAP,474384,21
seed,1001,1001-B-sp+al-all-c9beb6ef2,36,d-36,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,447.0,1,58.0,37,1,bonus_eligibility;rest;shift_timing,ONLINE;PROTECT_ELIGIBILITY;REST,262499,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,37,d-37,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,368.0,1,53.0,14,1,bonus_eligibility;rest;shift_timing,ONLINE;PROTECT_ELIGIBILITY;REST,262501,4
seed,1001,1001-B-sp+al-all-c9beb6ef2,38,d-38,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,419.0,1,38.0,37,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,292501,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,39,d-39,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,479.0,1,,21,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,6
seed,1001,1001-B-sp+al-all-c9beb6ef2,40,d-40,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,400.0,1,,32,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282499,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,41,d-41,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,453.0,1,,20,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,6
seed,1001,1001-B-sp+al-all-c9beb6ef2,42,d-42,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,397.0,1,54.0,38,1,bonus_eligibility;rest;shift_timing,ONLINE;PROTECT_ELIGIBILITY;REST,282500,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,43,d-43,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,452.0,1,,20,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,6
seed,1001,1001-B-sp+al-all-c9beb6ef2,44,d-44,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,361.0,1,,31,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,312498,10
seed,1001,1001-B-sp+al-all-c9beb6ef2,45,d-45,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,370.0,1,,26,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282499,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,46,d-46,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,468.0,1,,31,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,47,d-47,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,375.0,1,54.0,24,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,262500,6
seed,1001,1001-B-sp+al-all-c9beb6ef2,48,d-48,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,422.0,1,,28,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,49,d-49,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,432.0,1,,26,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262501,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,50,d-50,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,369.0,1,,41,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282501,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,51,d-51,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,425.0,1,,24,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282501,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,52,d-52,P5,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,913.0,68,,43,1,energy;shift_timing,ONLINE;SWAP,325905,14
seed,1001,1001-B-sp+al-all-c9beb6ef2,53,d-53,P5,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,930.0,36,7.0,29,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,166965,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,54,d-54,P5,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,971.0,8,,29,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,189431,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,55,d-55,P5,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,984.0,25,11.0,40,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,221908,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,56,d-56,P5,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,931.0,,,40,1,shift_timing,ONLINE,274507,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,57,d-57,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,913.0,,,33,1,shift_timing,ONLINE,259049,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,58,d-58,P5,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,927.0,,,57,1,shift_timing,ONLINE,401467,19
seed,1001,1001-B-sp+al-all-c9beb6ef2,59,d-59,P5,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,950.0,,,52,1,shift_timing,ONLINE,371133,16
seed,1001,1001-B-sp+al-all-c9beb6ef2,60,d-60,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,925.0,,,24,1,shift_timing,ONLINE,166394,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,61,d-61,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1000.0,,,30,1,shift_timing,ONLINE,195136,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,62,d-62,P5,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,937.0,28,29.0,40,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,278219,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,63,d-63,P6,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,334.0,,,29,1,shift_timing,ONLINE,222149,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,64,d-64,P6,swap,3,2,0,1,0,0,0,0,0,0,0,2,2,1,300.0,1,3.0,28,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,151222,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,65,d-65,P6,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,320.0,8,8.0,31,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,180634,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,66,d-66,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,347.0,1,,12,1,rest;shift_timing,ONLINE;REST,110101,4
seed,1001,1001-B-sp+al-all-c9beb6ef2,67,d-67,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,341.0,1,,34,1,rest;shift_timing,ONLINE;REST,208963,11
seed,1001,1001-B-sp+al-all-c9beb6ef2,68,d-68,P6,swap,4,3,0,1,0,0,0,0,0,0,0,3,3,1,307.0,1,16.5,43,1,bonus_eligibility;energy;rest;shift_timing,ONLINE;PROTECT_ELIGIBILITY;REST;SWAP,312187,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,69,d-69,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,321.0,1,,18,1,rest;shift_timing,ONLINE;REST,138882,6
seed,1001,1001-B-sp+al-all-c9beb6ef2,70,d-70,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,337.0,20,,25,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,172879,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,71,d-71,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,343.0,1,,24,1,rest;shift_timing,ONLINE;REST,158597,7
seed,1001,1001-B-sp+al-all-c9beb6ef2,72,d-72,P6,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,300.0,1,28.0,28,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,208926,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,73,d-73,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,300.0,1,,39,1,energy;shift_timing,ONLINE;SWAP,302106,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,74,d-74,P6,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,335.0,,,23,1,shift_timing,ONLINE,152507,7
seed,1001,1001-B-sp+al-all-c9beb6ef2,75,d-75,P6,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,331.0,1,10.0,25,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,189643,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,76,d-76,P6,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,323.0,15,35.0,30,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,226246,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,77,d-77,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,300.0,1,,21,1,energy;shift_timing,ONLINE;SWAP,157527,7
seed,1001,1001-B-sp+al-all-c9beb6ef2,78,d-78,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,300.0,1,,29,1,energy;shift_timing,ONLINE;SWAP,185020,9
seed,1001,1001-B-sp+al-all-c9beb6ef2,79,d-79,P7,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,958.0,64,,42,1,energy;shift_timing,ONLINE;SWAP,282732,12
seed,1001,1001-B-sp+al-all-c9beb6ef2,80,d-80,P7,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,958.0,29,10.0,39,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,262029,12
seed,1001,1001-B-sp+al-all-c9beb6ef2,81,d-81,P7,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,952.0,21,,43,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,324595,14
seed,1001,1001-B-sp+al-all-c9beb6ef2,82,d-82,P7,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,959.0,36,,56,1,energy;shift_timing,ONLINE;SWAP,401958,17
seed,1001,1001-B-sp+al-all-c9beb6ef2,83,d-83,P7,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,924.0,27,,45,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,285416,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,84,d-84,P7,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,928.0,28,17.0,46,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,309824,14
seed,1001,1001-B-sp+al-all-c9beb6ef2,85,d-85,P7,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,904.0,29,14.0,52,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,359521,16
seed,1001,1001-B-sp+al-all-c9beb6ef2,86,d-86,P7,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,947.0,34,,27,1,energy;shift_timing,ONLINE;SWAP,178307,8
seed,1001,1001-B-sp+al-all-c9beb6ef2,87,d-87,P7,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,954.0,,,43,1,shift_timing,ONLINE,297796,13
seed,1001,1001-B-sp+al-all-c9beb6ef2,88,d-88,P7,swap,3,2,0,1,0,0,0,0,0,0,0,2,2,1,926.0,27,8.0,38,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,272459,12
seed,1001,1001-B-sp+al-all-c9beb6ef2,89,d-89,P7,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,939.0,18,52.0,54,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,382052,17
seed,1002,1002-B-sp+al-all-c9beb6ef2,0,d-0,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1071.0,,,23,1,shift_timing,ONLINE,113665,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,1,d-1,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1033.0,,,10,1,shift_timing,ONLINE,61252,3
seed,1002,1002-B-sp+al-all-c9beb6ef2,2,d-2,P1,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1038.0,3,,23,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,134596,7
seed,1002,1002-B-sp+al-all-c9beb6ef2,3,d-3,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1063.0,,,26,1,shift_timing,ONLINE,147216,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,4,d-4,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1015.0,,,13,1,shift_timing,ONLINE,62390,4
seed,1002,1002-B-sp+al-all-c9beb6ef2,5,d-5,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1017.0,,,14,1,shift_timing,ONLINE,72977,4
seed,1002,1002-B-sp+al-all-c9beb6ef2,6,d-6,P1,charge,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1069.0,28,,26,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,135993,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,7,d-7,P1,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1016.0,14,,19,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,108897,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,8,d-8,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1015.0,,,7,1,shift_timing,ONLINE,38232,2
seed,1002,1002-B-sp+al-all-c9beb6ef2,9,d-9,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1013.0,,,18,1,shift_timing,ONLINE,112635,5
seed,1002,1002-B-sp+al-all-c9beb6ef2,10,d-10,P1,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,994.0,4,,14,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,84169,4
seed,1002,1002-B-sp+al-all-c9beb6ef2,11,d-11,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1043.0,,,23,1,shift_timing,ONLINE,101699,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,12,d-12,P1,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1034.0,,,21,1,shift_timing,ONLINE,119439,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,13,d-13,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,502.0,25,,24,1,energy;shift_timing,ONLINE;SWAP,180685,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,14,d-14,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,487.0,,,45,1,shift_timing,ONLINE,347488,15
seed,1002,1002-B-sp+al-all-c9beb6ef2,15,d-15,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,428.0,,,29,1,shift_timing,ONLINE,214121,9
seed,1002,1002-B-sp+al-all-c9beb6ef2,16,d-16,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,471.0,6,,62,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,470805,19
seed,1002,1002-B-sp+al-all-c9beb6ef2,17,d-17,P2,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,515.0,30,10.0,51,1,energy;rest;shift_timing,ONLINE;REST;SWAP,356024,16
seed,1002,1002-B-sp+al-all-c9beb6ef2,18,d-18,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,438.0,75,,53,1,energy;shift_timing,ONLINE;SWAP,410179,17
seed,1002,1002-B-sp+al-all-c9beb6ef2,19,d-19,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,506.0,,,54,1,shift_timing,ONLINE,422278,17
seed,1002,1002-B-sp+al-all-c9beb6ef2,20,d-20,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,519.0,32,,32,1,energy;shift_timing,ONLINE;SWAP,233946,10
seed,1002,1002-B-sp+al-all-c9beb6ef2,21,d-21,P2,swap,2,1,0,1,0,0,0,0,0,0,0,1,1,1,482.0,42,,33,1,energy;shift_timing,ONLINE;SWAP,203688,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,22,d-22,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,515.0,37,,44,1,energy;shift_timing,ONLINE;SWAP,328257,14
seed,1002,1002-B-sp+al-all-c9beb6ef2,23,d-23,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,467.0,,,30,1,shift_timing,ONLINE,234234,10
seed,1002,1002-B-sp+al-all-c9beb6ef2,24,d-24,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,532.0,,,52,1,shift_timing,ONLINE,369616,17
seed,1002,1002-B-sp+al-all-c9beb6ef2,25,d-25,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,460.0,,,48,1,shift_timing,ONLINE,354456,15
seed,1002,1002-B-sp+al-all-c9beb6ef2,26,d-26,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,497.0,8,,40,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,299276,12
seed,1002,1002-B-sp+al-all-c9beb6ef2,27,d-27,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,432.0,67,,52,1,energy;shift_timing,ONLINE;SWAP,390583,16
seed,1002,1002-B-sp+al-all-c9beb6ef2,28,d-28,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,484.0,,,52,1,shift_timing,ONLINE,340921,16
seed,1002,1002-B-sp+al-all-c9beb6ef2,29,d-29,P2,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,503.0,30,,48,1,energy;shift_timing,ONLINE;SWAP,372709,15
seed,1002,1002-B-sp+al-all-c9beb6ef2,30,d-30,P2,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,434.0,,,33,1,shift_timing,ONLINE,254981,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,31,d-31,P3,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,546.0,31,,46,1,energy;shift_timing,ONLINE;SWAP,366165,14
seed,1002,1002-B-sp+al-all-c9beb6ef2,32,d-32,P3,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,580.0,50,,57,1,energy;shift_timing,ONLINE;SWAP,461460,19
seed,1002,1002-B-sp+al-all-c9beb6ef2,33,d-33,P3,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,587.0,,,28,1,shift_timing,ONLINE,133588,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,34,d-34,P3,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,563.0,,,31,1,shift_timing,ONLINE,254191,10
seed,1002,1002-B-sp+al-all-c9beb6ef2,35,d-35,P3,charge,2,1,0,1,0,0,0,0,0,0,0,2,1,1,548.0,46,,34,1,energy;shift_timing,ONLINE;SWAP,217966,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,36,d-36,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,392.0,1,37.0,45,1,bonus_eligibility;rest;shift_timing,ONLINE;PROTECT_ELIGIBILITY;REST,322499,13
seed,1002,1002-B-sp+al-all-c9beb6ef2,37,d-37,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,479.0,1,,18,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,38,d-38,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,442.0,1,,40,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262498,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,39,d-39,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,389.0,1,,44,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,322500,12
seed,1002,1002-B-sp+al-all-c9beb6ef2,40,d-40,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,365.0,1,30.0,34,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,282499,9
seed,1002,1002-B-sp+al-all-c9beb6ef2,41,d-41,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,380.0,1,,15,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282501,5
seed,1002,1002-B-sp+al-all-c9beb6ef2,42,d-42,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,391.0,1,,23,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282499,7
seed,1002,1002-B-sp+al-all-c9beb6ef2,43,d-43,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,444.0,1,74.0,20,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,262499,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,44,d-44,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,462.0,1,,12,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262500,3
seed,1002,1002-B-sp+al-all-c9beb6ef2,45,d-45,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,379.0,1,131.0,13,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,282501,4
seed,1002,1002-B-sp+al-all-c9beb6ef2,46,d-46,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,421.0,1,76.0,51,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,336449,15
seed,1002,1002-B-sp+al-all-c9beb6ef2,47,d-47,P4,swap,3,2,0,1,0,0,0,0,0,0,0,2,2,1,373.0,1,60.0,29,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,282500,9
seed,1002,1002-B-sp+al-all-c9beb6ef2,48,d-48,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,373.0,1,,40,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282500,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,49,d-49,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,367.0,1,,13,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,262499,4
seed,1002,1002-B-sp+al-all-c9beb6ef2,50,d-50,P4,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,401.0,1,51.0,22,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,262499,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,51,d-51,P4,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,396.0,1,,21,1,bonus_eligibility;shift_timing,ONLINE;PROTECT_ELIGIBILITY,282499,6
seed,1002,1002-B-sp+al-all-c9beb6ef2,52,d-52,P5,charge,2,1,0,1,0,0,0,0,0,0,0,1,1,1,957.0,59,,40,1,energy;shift_timing,ONLINE;SWAP,341640,13
seed,1002,1002-B-sp+al-all-c9beb6ef2,53,d-53,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,992.0,,,30,1,shift_timing,ONLINE,196780,10
seed,1002,1002-B-sp+al-all-c9beb6ef2,54,d-54,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,913.0,,,33,1,shift_timing,ONLINE,266322,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,55,d-55,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,936.0,,,36,1,shift_timing,ONLINE,325585,12
seed,1002,1002-B-sp+al-all-c9beb6ef2,56,d-56,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1018.0,,,32,1,shift_timing,ONLINE,248502,10
seed,1002,1002-B-sp+al-all-c9beb6ef2,57,d-57,P5,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,911.0,,,47,1,shift_timing,ONLINE,316510,14
seed,1002,1002-B-sp+al-all-c9beb6ef2,58,d-58,P5,swap,1,0,0,1,0,0,0,0,0,0,0,1,0,1,964.0,,,38,1,shift_timing,ONLINE,226005,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,59,d-59,P5,swap,3,2,0,1,0,0,0,0,0,0,0,2,2,1,980.0,14,32.0,36,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,209578,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,60,d-60,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,934.0,,,27,1,shift_timing,ONLINE,195454,9
seed,1002,1002-B-sp+al-all-c9beb6ef2,61,d-61,P5,charge,1,0,0,1,0,0,0,0,0,0,0,1,0,1,924.0,,,26,1,shift_timing,ONLINE,167789,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,62,d-62,P5,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,961.0,24,,37,1,energy;shift_timing,ONLINE;SWAP,212234,11
seed,1002,1002-B-sp+al-all-c9beb6ef2,63,d-63,P6,swap,2,1,0,1,0,0,0,0,0,0,0,2,1,1,300.0,1,,24,1,rest;shift_timing,ONLINE;REST,153218,8
seed,1002,1002-B-sp+al-all-c9beb6ef2,64,d-64,P6,swap,3,2,0,1,0,0,0,0,0,0,0,3,2,1,300.0,1,3.0,26,1,bonus_eligibility;energy;shift_timing,ONLINE;PROTECT_ELIGIBILITY;SWAP,153894,8
