actor_id,archetype,existing_bonus,existing_checkpoints,existing_expired,existing_online_suppressed,existing_ready,existing_rest,existing_suppressed,existing_swap_now,fleet,has_two_route_legs,run_id,seed,shift_duration_min,shift_end_min,shift_start_min
30,P2,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,604.963,1039.155,434.192
31,P3,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,701.915,1248.7,546.785
32,P3,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,677.11,1258.048,580.938
33,P3,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,711.585,1299.012,587.427
34,P3,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,669.617,1232.924,563.307
35,P3,0,2,0,1,1,0,1,1,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,674.811,1223.246,548.435
36,P4,1,3,0,1,2,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,501.618,894.258,392.64
37,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,539.189,1018.919,479.73
38,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,516.661,959.426,442.765
39,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,489.408,879.223,389.815
40,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,515.786,881.43,365.643
41,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,485.217,866.112,380.895
42,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,495.291,886.487,391.197
43,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,522.768,967.164,444.396
44,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,523.216,985.55,462.334
45,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,519.137,898.937,379.8
46,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,491.283,912.85,421.567
47,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,533.754,907.165,373.412
48,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,519.25,892.282,373.031
49,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,495.303,862.59,367.287
50,P4,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,504.352,905.476,401.124
51,P4,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,503.054,899.253,396.199
52,P5,0,2,0,1,1,0,1,1,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,482.601,1439.989,957.388
53,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,447.427,1440.0,992.573
54,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,526.158,1440.0,913.842
55,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,494.559,1431.553,936.994
56,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,421.291,1440.0,1018.709
57,P5,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,485.066,1396.693,911.627
58,P5,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,475.269,1440.0,964.731
59,P5,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,459.202,1440.0,980.798
60,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,505.957,1440.0,934.043
61,P5,0,1,0,1,0,0,1,0,charge,1,1002-B-sp+al-all-c9beb6ef2,1002,494.731,1419.006,924.275
62,P5,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,478.734,1440.0,961.266
63,P6,0,2,0,1,1,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,481.896,781.896,300.0
64,P6,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,464.995,764.995,300.0
65,P6,1,3,0,1,2,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,508.694,821.883,313.19
66,P6,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,438.05,747.154,309.104
67,P6,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,435.559,738.827,303.268
68,P6,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,435.859,735.859,300.0
69,P6,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,488.186,823.688,335.503
70,P6,1,3,0,1,2,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,499.146,846.221,347.075
71,P6,1,3,0,1,2,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,453.657,802.428,348.771
72,P6,0,2,0,1,1,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,522.108,822.588,300.479
73,P6,1,3,0,1,2,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,516.737,841.628,324.891
74,P6,0,2,0,1,1,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,448.66,783.021,334.361
75,P6,0,2,0,1,1,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,500.012,812.56,312.547
76,P6,0,2,0,1,1,1,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,517.306,817.306,300.0
77,P6,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,469.303,769.303,300.0
78,P6,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,440.578,740.578,300.0
79,P7,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,495.756,1440.0,944.244
80,P7,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,499.559,1440.0,940.441
81,P7,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,523.18,1440.0,916.82
82,P7,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,482.424,1440.0,957.576
83,P7,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,517.895,1440.0,922.105
84,P7,0,2,0,1,1,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,502.403,1425.202,922.799
85,P7,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,519.381,1422.332,902.951
86,P7,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,520.858,1440.0,919.142
87,P7,1,3,0,1,2,0,1,1,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,484.899,1440.0,955.101
88,P7,0,1,0,1,0,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,514.893,1440.0,925.107
89,P7,1,2,0,1,1,0,1,0,swap,1,1002-B-sp+al-all-c9beb6ef2,1002,496.33,1440.0,943.67
0,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,211.4,1222.943,1011.543
1,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,181.165,1214.205,1033.039
2,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,183.567,1236.381,1052.814
3,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,189.342,1205.981,1016.639
4,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,184.12,1230.492,1046.371
5,P1,1,2,0,1,1,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,196.797,1266.312,1069.515
6,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,181.159,1222.108,1040.949
7,P1,1,2,0,1,1,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,197.737,1275.547,1077.81
8,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,191.204,1257.968,1066.764
9,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,207.035,1272.223,1065.187
10,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,195.05,1227.484,1032.435
11,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,194.682,1215.47,1020.788
12,P1,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,205.885,1201.836,995.951
13,P2,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,659.17,1170.555,511.385
14,P2,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,654.54,1132.006,477.466
15,P2,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,620.31,1132.752,512.442
16,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,635.05,1072.037,436.987
17,P2,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,624.351,1054.341,429.99
18,P2,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,649.504,1078.949,429.445
19,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,637.094,1065.533,428.439
20,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,654.526,1089.434,434.908
21,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,656.918,1148.287,491.369
22,P2,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,657.211,1138.125,480.915
23,P2,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,649.2,1122.531,473.331
24,P2,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,637.36,1096.019,458.66
25,P2,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,642.121,1112.765,470.645
26,P2,0,3,0,1,2,1,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,637.639,1162.925,525.285
27,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,615.046,1095.84,480.793
28,P2,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,613.309,1081.58,468.271
29,P2,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,640.962,1105.941,464.978
30,P2,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,618.768,1046.028,427.26
31,P3,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,689.084,1241.491,552.407
32,P3,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,694.76,1278.011,583.251
33,P3,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,678.495,1258.021,579.525
34,P3,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,712.285,1275.352,563.067
35,P3,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,698.526,1280.143,581.617
36,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,494.94,863.361,368.421
37,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,539.605,994.089,454.485
38,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,498.956,887.953,388.997
39,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,520.968,935.783,414.815
40,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,503.804,977.1,473.296
41,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,504.918,925.411,420.492
42,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,525.431,910.808,385.377
43,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,503.292,912.633,409.34
44,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,498.104,927.58,429.477
45,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,518.728,931.466,412.738
46,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,523.521,923.92,400.399
47,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,536.674,1007.334,470.66
48,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,514.459,910.481,396.022
49,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,513.756,879.141,365.385
50,P4,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,533.194,911.981,378.787
51,P4,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,493.334,962.047,468.713
52,P5,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,501.022,1419.81,918.788
53,P5,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,507.903,1440.0,932.097
54,P5,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,494.056,1440.0,945.944
55,P5,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,476.826,1440.0,963.174
56,P5,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,425.961,1440.0,1014.039
57,P5,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,444.108,1440.0,995.892
58,P5,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,430.06,1440.0,1009.94
59,P5,1,2,0,1,1,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,436.966,1440.0,1003.034
60,P5,0,2,0,1,1,0,1,1,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,458.779,1440.0,981.221
61,P5,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,506.232,1415.433,909.201
62,P5,0,1,0,1,0,0,1,0,charge,1,1003-B-sp+al-all-c9beb6ef2,1003,488.061,1440.0,951.939
63,P6,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,428.645,731.485,302.84
64,P6,1,4,0,1,3,1,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,516.426,823.941,307.516
65,P6,1,4,0,1,3,1,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,483.074,811.113,328.039
66,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,479.156,808.593,329.437
67,P6,0,2,0,1,1,1,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,524.238,824.238,300.0
68,P6,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,435.423,770.056,334.633
69,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,457.836,761.098,303.262
70,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,449.489,772.33,322.841
71,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,442.124,760.564,318.44
72,P6,1,3,0,1,2,1,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,533.316,842.894,309.578
73,P6,0,2,0,1,1,1,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,512.366,822.482,310.116
74,P6,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,447.879,755.177,307.298
75,P6,1,4,1,1,2,1,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,481.827,797.022,315.195
76,P6,0,2,0,1,1,1,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,482.213,823.296,341.083
77,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,423.535,725.543,302.007
78,P6,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,434.875,776.861,341.986
79,P7,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,488.87,1401.525,912.655
80,P7,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,486.572,1440.0,953.428
81,P7,0,2,0,1,1,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,530.624,1431.985,901.361
82,P7,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,524.189,1440.0,915.811
83,P7,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,481.643,1440.0,958.357
84,P7,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,529.883,1440.0,910.117
85,P7,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,521.592,1428.486,906.893
86,P7,1,2,0,1,1,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,487.692,1398.336,910.644
87,P7,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,506.481,1440.0,933.519
88,P7,0,1,0,1,0,0,1,0,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,513.942,1429.763,915.821
89,P7,1,3,0,1,2,0,1,1,swap,1,1003-B-sp+al-all-c9beb6ef2,1003,500.79,1440.0,939.21
0,P1,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,205.023,1233.728,1028.705
1,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,239.928,1302.274,1062.346
2,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,214.471,1227.426,1012.956
3,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,196.353,1254.689,1058.336
4,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,213.469,1252.561,1039.093
5,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,199.689,1215.028,1015.338
6,P1,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,205.202,1201.617,996.415
7,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,227.571,1241.288,1013.716
8,P1,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,225.306,1235.737,1010.431
9,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,188.148,1264.36,1076.212
10,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,232.125,1270.495,1038.37
11,P1,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,205.899,1261.434,1055.535
12,P1,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,180.908,1190.908,1010.0
13,P2,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,643.704,1116.576,472.871
14,P2,1,4,0,1,3,1,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,632.291,1155.962,523.672
15,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,636.297,1117.018,480.721
16,P2,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,602.916,1032.469,429.553
17,P2,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,617.326,1066.555,449.229
18,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,600.726,1112.13,511.405
19,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,606.754,1140.773,534.02
20,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,606.361,1092.852,486.491
21,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,625.573,1075.457,449.884
22,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,655.482,1135.586,480.104
23,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,628.435,1055.393,426.958
24,P2,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,627.564,1067.953,440.389
25,P2,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,605.61,1041.861,436.251
26,P2,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,644.107,1116.058,471.951
27,P2,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,625.148,1165.022,539.874
28,P2,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,632.32,1074.777,442.457
29,P2,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,603.188,1125.685,522.497
30,P2,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,636.002,1088.597,452.595
31,P3,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,703.921,1253.879,549.958
32,P3,0,2,0,1,1,0,1,1,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,698.917,1268.879,569.962
33,P3,0,2,0,1,1,1,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,671.954,1271.386,599.432
34,P3,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,690.785,1284.587,593.802
35,P3,0,2,0,1,1,0,1,1,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,684.604,1283.722,599.118
36,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,508.81,969.127,460.318
37,P4,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,483.406,887.129,403.723
38,P4,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,527.822,1001.623,473.801
39,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,536.501,935.12,398.619
40,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,493.361,867.069,373.709
41,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,530.062,988.937,458.876
42,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,501.383,884.311,382.928
43,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,523.73,962.223,438.493
44,P4,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,512.352,961.192,448.84
45,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,509.827,926.425,416.598
46,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,501.558,919.424,417.866
47,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,539.323,973.224,433.901
48,P4,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,533.746,972.225,438.479
49,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,501.772,956.79,455.019
50,P4,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,519.792,906.583,386.79
51,P4,1,2,0,1,1,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,538.113,1014.942,476.828
52,P5,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,447.973,1440.0,992.027
53,P5,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,479.511,1440.0,960.489
54,P5,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,512.837,1440.0,927.163
55,P5,1,2,0,1,1,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,472.84,1440.0,967.16
56,P5,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,423.816,1440.0,1016.184
57,P5,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,435.511,1440.0,1004.489
58,P5,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,442.765,1440.0,997.235
59,P5,0,1,0,1,0,0,1,0,charge,1,1004-B-sp+al-all-c9beb6ef2,1004,500.155,1440.0,939.845
60,P5,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,477.408,1440.0,962.592
61,P5,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,437.398,1440.0,1002.602
62,P5,0,1,0,1,0,0,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,503.988,1440.0,936.012
63,P6,0,2,0,1,1,1,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,484.011,809.769,325.759
64,P6,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,430.403,751.14,320.737
65,P6,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,427.425,754.722,327.297
66,P6,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,468.915,768.915,300.0
67,P6,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,420.864,720.864,300.0
68,P6,1,3,0,1,2,1,1,0,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,442.819,783.747,340.928
69,P6,0,2,0,1,1,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,421.636,721.636,300.0
70,P6,1,3,0,1,2,0,1,1,swap,1,1004-B-sp+al-all-c9beb6ef2,1004,429.017,729.017,300.0
