seed,run_id,actor_id,archetype,fleet,checkpoints,ready_checkpoints,checkpoint_topics,current_future_distinct,swap_soon_candidates,checkpoint_execution_links,max_topic_revisions,trips,payout_vnd,points,soc_end_pct,online_min,rest_min,charge_min,idle_min,longest_inferred_idle_min,long_idle_blocks_30m,empty_share,high_empty_share_40pct,soc_skips,repeated_soc_skips,swap_started,swap_failed,swap_done,swap_wait_max_min,battery_stranded,rest_events,cancel_after_accept,decline_economics,decline_behavior,mission_completed,newbie_events,ratings,recap_inputs_present,energy_event_count
1001,1001-B-sp+al-all-c9beb6ef2,6,P1,charge,5,0,shift_timing,2,0,4,5,6,102404,35,49.103,238.859,21.178,0.0,68.0,40.0,1,0.5488,True,0,False,0,0,0,0.0,0,1,1,2,2,0,0,4,True,0
1001,1001-B-sp+al-all-c9beb6ef2,7,P1,charge,4,0,shift_timing,1,0,4,4,5,98312,30,52.525,207.566,23.515,0.0,30.0,20.0,0,0.4512,True,0,False,0,0,0,0.0,0,1,0,3,0,0,0,3,True,0
1001,1001-B-sp+al-all-c9beb6ef2,8,P1,charge,5,0,shift_timing,2,0,5,5,3,63246,20,63.84,224.385,38.177,0.0,90.0,40.0,1,0.4459,True,0,False,0,0,0,0.0,0,1,0,0,0,0,0,1,True,0
1001,1001-B-sp+al-all-c9beb6ef2,9,P1,charge,4,0,shift_timing,2,0,3,4,6,112477,35,53.559,212.88,25.407,0.0,52.0,32.0,1,0.436,True,0,False,0,0,0,0.0,0,1,1,1,0,0,0,4,True,0
1001,1001-B-sp+al-all-c9beb6ef2,10,P1,charge,5,0,shift_timing,2,0,5,5,9,196075,55,30.214,276.416,37.343,0.0,16.0,2.486,0,0.4098,True,0,False,0,0,0,0.0,0,1,0,1,0,1,0,6,True,0
1001,1001-B-sp+al-all-c9beb6ef2,11,P1,charge,4,0,shift_timing,1,0,4,4,8,161344,50,37.15,197.911,0.0,0.0,14.0,2.977,0,0.425,True,0,False,0,0,0,0.0,0,0,0,1,0,1,0,7,True,0
1001,1001-B-sp+al-all-c9beb6ef2,12,P1,charge,5,1,bonus_eligibility;shift_timing,1,0,4,4,4,81859,30,43.491,216.402,38.148,0.0,48.0,24.0,0,0.4204,True,0,False,0,0,0,0.0,0,1,1,1,0,0,0,2,True,0
1001,1001-B-sp+al-all-c9beb6ef2,13,P2,swap,16,1,bonus_eligibility;shift_timing,12,12,16,15,14,331114,80,45.791,645.931,44.528,7.809,232.0,40.0,3,0.4698,True,0,False,2,0,2,0.0,0,2,1,2,0,1,0,11,True,4
1001,1001-B-sp+al-all-c9beb6ef2,14,P2,swap,13,0,shift_timing,11,8,12,13,10,176939,70,100.0,633.699,66.418,49.054,244.0,40.0,3,0.5013,True,0,False,2,0,2,33.0,0,2,3,1,0,0,0,6,True,4
1001,1001-B-sp+al-all-c9beb6ef2,15,P2,swap,14,2,energy;shift_timing,9,9,14,12,16,410873,100,49.395,611.114,35.337,14.898,186.0,26.525,0,0.4026,True,0,False,2,0,2,0.0,0,1,2,1,0,1,0,10,True,4
1001,1001-B-sp+al-all-c9beb6ef2,16,P2,swap,13,1,bonus_eligibility;shift_timing,10,9,12,12,18,383829,95,40.491,650.556,0.0,13.729,246.0,40.0,1,0.4545,True,0,False,2,0,2,0.0,0,0,1,1,0,1,0,15,True,4
1001,1001-B-sp+al-all-c9beb6ef2,17,P2,swap,14,2,bonus_eligibility;energy;shift_timing,10,8,13,12,17,393882,105,71.267,658.567,86.85,9.95,190.0,42.302,2,0.4261,True,1,False,2,0,2,0.0,0,2,0,1,1,1,0,14,True,5
1001,1001-B-sp+al-all-c9beb6ef2,18,P2,swap,15,1,energy;shift_timing,11,10,15,14,11,233116,75,68.377,671.832,81.824,10.03,256.0,42.0,2,0.4372,True,0,False,2,0,2,0.0,0,3,0,2,0,0,0,10,True,4
1001,1001-B-sp+al-all-c9beb6ef2,19,P2,swap,15,1,bonus_eligibility;shift_timing,14,10,14,14,18,439674,115,58.104,682.774,44.587,19.577,234.0,42.0,2,0.4142,True,0,False,2,0,2,0.0,0,1,0,1,1,2,0,11,True,4
1001,1001-B-sp+al-all-c9beb6ef2,20,P2,swap,15,1,energy;shift_timing,12,12,15,14,15,380909,95,71.128,669.077,100.588,20.135,192.0,40.0,1,0.3218,False,0,False,2,0,2,5.0,0,3,0,1,0,1,0,12,True,4
1001,1001-B-sp+al-all-c9beb6ef2,21,P2,swap,14,0,shift_timing,11,9,14,14,10,224892,60,31.73,651.052,61.47,1.311,348.0,42.0,4,0.4129,True,0,False,1,0,1,0.0,0,2,0,0,0,0,0,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,22,P2,swap,17,1,bonus_eligibility;shift_timing,14,14,17,16,14,322360,80,43.553,658.378,41.687,11.262,252.0,40.0,2,0.4859,True,1,False,2,0,2,0.0,0,1,0,1,0,1,0,10,True,5
1001,1001-B-sp+al-all-c9beb6ef2,23,P2,swap,17,3,energy;rest;shift_timing,14,13,16,14,13,307443,75,75.751,673.165,35.275,17.696,278.0,42.0,3,0.4689,True,0,False,2,0,2,0.0,0,1,0,0,0,1,0,9,True,4
1001,1001-B-sp+al-all-c9beb6ef2,24,P2,swap,14,2,energy;shift_timing,9,9,14,12,15,377341,95,46.855,625.183,34.798,16.145,158.0,29.981,0,0.4413,True,0,False,2,0,2,0.0,0,1,0,1,0,1,0,9,True,4
1001,1001-B-sp+al-all-c9beb6ef2,25,P2,swap,13,0,shift_timing,10,9,13,13,6,111060,45,66.094,689.294,118.658,11.138,358.0,42.0,7,0.5708,True,0,False,1,0,1,0.0,0,3,3,0,2,0,0,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,26,P2,swap,14,2,bonus_eligibility;rest;shift_timing,9,6,13,12,11,241479,80,28.513,621.047,39.59,4.954,304.0,44.0,5,0.4315,True,0,False,1,0,1,0.0,0,1,0,1,0,1,0,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,27,P2,swap,13,1,bonus_eligibility;shift_timing,11,11,13,12,12,260987,75,79.928,663.469,57.996,17.654,296.0,40.0,4,0.5379,True,0,False,2,0,2,0.0,0,2,1,1,0,1,0,10,True,4
1001,1001-B-sp+al-all-c9beb6ef2,28,P2,swap,14,2,energy;rest;shift_timing,11,10,13,12,10,232662,65,80.474,626.872,29.413,17.576,268.0,40.0,4,0.495,True,0,False,2,0,2,0.0,0,1,1,0,1,0,0,6,True,4
1001,1001-B-sp+al-all-c9beb6ef2,29,P2,swap,14,0,shift_timing,11,7,14,14,12,271270,70,100.0,638.873,39.672,13.553,298.0,42.0,4,0.4675,True,1,False,2,0,2,0.0,0,1,1,0,0,1,0,9,True,5
1001,1001-B-sp+al-all-c9beb6ef2,30,P2,swap,13,1,energy;shift_timing,10,10,13,12,18,418752,100,20.939,655.566,22.334,13.734,196.0,40.146,1,0.4472,True,0,False,2,0,2,0.0,0,1,1,0,0,1,0,13,True,4
1001,1001-B-sp+al-all-c9beb6ef2,31,P3,swap,15,0,shift_timing,13,10,14,15,17,439316,105,38.107,711.851,34.214,14.692,264.0,40.0,5,0.4195,True,1,False,2,0,2,0.0,0,1,0,0,0,2,0,14,True,5
1001,1001-B-sp+al-all-c9beb6ef2,32,P3,charge,11,0,shift_timing,11,11,11,11,12,277304,75,100.0,800.686,32.354,210.0,278.0,40.0,3,0.4412,True,0,False,0,0,0,0.0,0,1,0,0,0,1,0,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,33,P3,swap,14,0,shift_timing,11,10,14,14,11,264780,65,100.0,679.269,44.021,22.5,304.0,40.0,5,0.4897,True,0,False,2,0,2,3.0,0,1,0,0,0,1,0,7,True,4
1001,1001-B-sp+al-all-c9beb6ef2,34,P3,swap,14,0,shift_timing,12,11,14,14,17,405456,95,97.965,732.924,20.495,12.258,284.0,40.311,4,0.4165,True,0,False,3,0,3,0.0,0,1,2,0,0,1,0,13,True,6
1001,1001-B-sp+al-all-c9beb6ef2,35,P3,swap,16,3,energy;rest;shift_timing,13,11,15,13,21,474384,120,100.0,725.296,0.0,115.684,180.0,40.0,2,0.4527,True,0,False,4,1,3,33.0,0,0,2,0,0,2,0,15,True,8
1001,1001-B-sp+al-all-c9beb6ef2,36,P4,swap,13,2,bonus_eligibility;rest;shift_timing,8,7,12,11,11,262499,60,25.397,532.04,77.528,2.662,188.0,42.0,2,0.4075,True,0,False,1,0,1,0.0,0,2,2,0,0,0,1,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,37,P4,swap,11,2,bonus_eligibility;rest;shift_timing,6,6,11,9,4,262501,35,70.4,519.152,67.451,8.47,272.0,56.0,6,0.6268,True,0,False,1,0,1,0.0,0,2,0,1,1,0,1,4,True,2
1001,1001-B-sp+al-all-c9beb6ef2,38,P4,swap,14,3,bonus_eligibility;energy;shift_timing,10,7,14,11,11,292501,65,75.419,521.271,22.65,17.375,148.0,34.079,2,0.4949,True,0,False,2,0,2,5.0,0,1,1,1,1,0,1,7,True,4
1001,1001-B-sp+al-all-c9beb6ef2,39,P4,swap,14,1,bonus_eligibility;shift_timing,10,8,13,13,6,262500,30,82.247,508.387,54.091,9.03,270.0,40.0,4,0.5475,True,0,False,1,0,1,0.0,0,2,0,2,1,0,1,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,40,P4,swap,13,1,bonus_eligibility;shift_timing,9,5,13,12,9,282499,55,47.528,561.241,107.178,20.987,204.0,54.665,2,0.4592,True,0,False,1,0,1,13.0,0,3,0,4,1,1,1,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,41,P4,swap,11,1,bonus_eligibility;shift_timing,7,7,11,10,6,262500,35,71.43,525.086,84.598,7.827,252.0,40.0,4,0.4946,True,1,False,1,0,1,0.0,0,2,0,1,0,0,1,4,True,3
1001,1001-B-sp+al-all-c9beb6ef2,42,P4,swap,12,2,bonus_eligibility;rest;shift_timing,7,5,12,10,11,282500,75,32.86,507.146,45.998,7.566,196.0,34.0,1,0.5057,True,0,False,1,0,1,0.0,0,2,0,2,3,1,1,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,43,P4,swap,11,1,bonus_eligibility;shift_timing,7,7,11,10,6,262500,35,69.057,544.079,107.61,5.297,258.0,40.0,3,0.4898,True,0,False,1,0,1,0.0,0,3,0,1,1,0,1,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,44,P4,swap,12,1,bonus_eligibility;shift_timing,9,6,12,11,10,312498,75,35.7,534.34,90.819,11.175,176.0,40.0,1,0.4114,True,0,False,1,0,1,0.0,0,3,0,1,0,1,1,10,True,2
1001,1001-B-sp+al-all-c9beb6ef2,45,P4,swap,13,1,bonus_eligibility;shift_timing,9,6,12,12,8,282499,60,48.208,557.181,113.064,4.267,228.0,40.0,3,0.4423,True,0,False,1,0,1,0.0,0,3,0,2,0,1,1,4,True,2
1001,1001-B-sp+al-all-c9beb6ef2,46,P4,swap,12,1,bonus_eligibility;shift_timing,8,8,12,11,9,262500,45,51.879,482.639,30.172,5.542,252.0,56.0,2,0.4288,True,0,False,1,0,1,0.0,0,1,0,2,2,0,1,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,47,P4,swap,12,2,bonus_eligibility;energy;shift_timing,7,7,11,10,6,262500,40,59.445,531.87,70.529,8.46,222.0,42.0,3,0.5139,True,0,False,1,0,1,0.0,0,2,1,4,0,0,1,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,48,P4,swap,13,1,bonus_eligibility;shift_timing,9,6,13,12,9,262500,55,37.151,538.336,71.609,4.799,224.0,40.703,3,0.4925,True,0,False,1,0,1,0.0,0,2,0,1,0,0,1,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,49,P4,swap,13,1,bonus_eligibility;shift_timing,9,6,12,12,8,262501,50,47.648,504.381,45.858,1.359,252.0,40.0,2,0.4344,True,0,False,1,0,1,0.0,0,2,0,2,0,0,1,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,50,P4,swap,10,1,bonus_eligibility;shift_timing,6,5,10,9,11,282501,85,52.769,551.841,93.548,1.363,208.0,40.0,2,0.4256,True,0,False,1,0,1,0.0,0,3,2,3,1,1,1,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,51,P4,swap,12,1,bonus_eligibility;shift_timing,8,8,12,11,8,282501,55,69.941,515.188,59.727,63.343,196.0,40.0,2,0.4184,True,0,False,1,0,1,59.0,0,2,0,0,0,1,1,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,52,P5,charge,8,1,energy;shift_timing,7,7,7,7,14,325905,85,7.328,526.345,32.538,210.0,68.0,112.228,1,0.3889,False,1,False,0,0,0,0.0,0,1,0,0,0,1,0,12,True,2
1001,1001-B-sp+al-all-c9beb6ef2,53,P5,swap,12,4,bonus_eligibility;energy;shift_timing,7,7,11,8,9,166965,45,66.531,507.827,22.628,150.883,116.0,40.0,1,0.4654,True,1,False,3,2,1,19.0,0,1,0,1,0,0,0,9,True,7
1001,1001-B-sp+al-all-c9beb6ef2,54,P5,charge,7,1,bonus_eligibility;shift_timing,6,6,6,6,9,189431,50,11.766,468.143,0.0,210.0,102.0,121.07,2,0.3594,False,0,False,0,0,0,0.0,0,0,0,1,1,0,0,7,True,1
1001,1001-B-sp+al-all-c9beb6ef2,55,P5,swap,10,2,bonus_eligibility;energy;shift_timing,5,5,10,8,11,221908,65,98.124,455.768,0.0,40.741,120.0,39.311,1,0.4416,True,4,True,2,0,2,29.0,0,0,1,0,0,0,0,8,True,8
1001,1001-B-sp+al-all-c9beb6ef2,56,P5,swap,11,0,shift_timing,8,8,10,11,13,274507,55,24.323,508.071,0.0,5.47,230.0,42.0,3,0.3863,False,0,False,1,0,1,0.0,0,0,0,1,0,1,0,11,True,2
1001,1001-B-sp+al-all-c9beb6ef2,57,P5,charge,6,0,shift_timing,6,6,6,6,11,259049,75,14.047,526.234,32.725,210.0,34.0,202.31,1,0.4015,True,0,False,0,0,0,0.0,0,1,0,0,0,1,0,7,True,1
1001,1001-B-sp+al-all-c9beb6ef2,58,P5,swap,11,0,shift_timing,9,7,11,11,19,401467,80,27.419,511.718,0.0,16.656,112.0,40.0,1,0.4306,True,0,False,2,0,2,0.0,0,0,0,0,0,1,0,16,True,4
1001,1001-B-sp+al-all-c9beb6ef2,59,P5,swap,11,0,shift_timing,9,7,11,11,16,371133,70,37.031,489.148,0.0,13.124,130.0,40.0,1,0.4337,True,0,False,2,0,2,5.0,0,0,2,0,0,1,0,13,True,4
1001,1001-B-sp+al-all-c9beb6ef2,60,P5,charge,7,0,shift_timing,7,7,7,7,8,166394,40,8.111,514.107,0.0,210.0,158.0,127.797,3,0.4469,True,0,False,0,0,0,0.0,0,0,0,0,0,0,0,7,True,1
1001,1001-B-sp+al-all-c9beb6ef2,61,P5,charge,6,0,shift_timing,6,6,6,6,9,195136,55,15.298,439.577,0.0,210.0,72.0,119.913,1,0.3858,False,0,False,0,0,0,0.0,0,0,1,1,0,0,0,7,True,1
1001,1001-B-sp+al-all-c9beb6ef2,62,P5,swap,9,2,bonus_eligibility;energy;shift_timing,4,4,9,7,13,278219,50,20.314,502.272,0.0,36.342,178.0,46.0,3,0.3896,False,1,False,1,0,1,28.0,0,0,0,0,0,1,0,13,True,3
1001,1001-B-sp+al-all-c9beb6ef2,63,P6,swap,10,0,shift_timing,7,4,10,10,9,222149,60,51.013,542.383,119.399,6.883,174.0,40.0,2,0.4324,True,0,False,1,0,1,0.0,0,5,1,0,0,1,0,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,64,P6,swap,12,2,bonus_eligibility;energy;shift_timing,7,5,11,10,8,151222,50,65.338,490.55,86.987,8.559,182.0,40.0,2,0.5102,True,0,False,1,0,1,0.0,0,3,0,2,2,1,0,8,True,2
1001,1001-B-sp+al-all-c9beb6ef2,65,P6,swap,10,2,bonus_eligibility;energy;shift_timing,5,4,9,8,9,180634,60,38.875,466.659,57.348,6.588,152.0,40.0,2,0.4554,True,0,False,1,0,1,0.0,0,2,1,2,0,1,0,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,66,P6,swap,8,1,rest;shift_timing,4,4,7,7,4,110101,40,96.103,451.601,64.157,8.464,206.0,42.0,4,0.4727,True,0,False,1,0,1,0.0,0,2,0,0,0,1,0,3,True,2
1001,1001-B-sp+al-all-c9beb6ef2,67,P6,swap,9,1,rest;shift_timing,5,3,8,8,11,208963,70,35.7,474.63,83.564,9.346,148.0,40.0,2,0.4842,True,0,False,1,0,1,0.0,0,2,0,1,0,1,0,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,68,P6,swap,12,3,bonus_eligibility;energy;rest;shift_timing,7,5,11,9,13,312187,75,21.623,507.014,56.775,1.894,154.0,40.671,2,0.3977,False,0,False,1,0,1,0.0,0,2,1,2,0,2,0,12,True,2
1001,1001-B-sp+al-all-c9beb6ef2,69,P6,swap,9,1,rest;shift_timing,5,3,8,8,6,138882,40,74.853,521.97,133.656,10.242,188.0,40.0,1,0.4473,True,0,False,1,0,1,0.0,0,4,0,0,0,1,0,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,70,P6,swap,10,1,bonus_eligibility;shift_timing,7,6,10,9,8,172879,50,51.458,514.58,114.542,12.941,176.0,40.0,2,0.4131,True,0,False,1,0,1,0.0,0,4,0,1,0,1,0,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,71,P6,swap,9,1,rest;shift_timing,5,3,8,8,7,158597,45,42.774,466.74,35.42,4.928,214.0,40.0,4,0.4777,True,0,False,1,0,1,0.0,0,1,1,0,1,1,0,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,72,P6,swap,13,2,bonus_eligibility;energy;shift_timing,10,8,12,11,9,208926,55,21.578,457.413,77.255,11.993,118.0,28.208,0,0.4446,True,0,False,1,0,1,0.0,0,2,0,0,1,1,0,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,73,P6,swap,8,1,energy;shift_timing,4,2,8,7,13,302106,70,45.98,462.193,51.751,10.899,154.0,42.0,2,0.4106,True,0,False,1,0,1,0.0,0,2,0,0,0,2,0,10,True,2
1001,1001-B-sp+al-all-c9beb6ef2,74,P6,swap,9,0,shift_timing,6,4,8,9,7,152507,50,69.262,473.384,68.274,5.98,192.0,42.0,3,0.4582,True,0,False,1,0,1,0.0,0,2,1,0,0,1,0,5,True,2
1001,1001-B-sp+al-all-c9beb6ef2,75,P6,swap,10,2,bonus_eligibility;energy;shift_timing,5,3,10,8,8,189643,55,46.618,449.804,54.995,10.422,154.0,40.0,1,0.3906,False,0,False,1,0,1,0.0,0,2,0,1,0,1,0,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,76,P6,swap,12,2,bonus_eligibility;energy;shift_timing,7,5,12,10,9,226246,60,56.29,536.001,130.57,6.538,154.0,40.0,2,0.3895,False,0,False,1,0,1,0.0,0,4,1,0,1,1,0,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,77,P6,swap,9,2,energy;shift_timing,4,2,8,7,7,157527,40,64.857,468.056,79.991,11.302,158.0,40.671,2,0.4904,True,0,False,1,0,1,0.0,0,2,0,0,0,1,0,6,True,2
1001,1001-B-sp+al-all-c9beb6ef2,78,P6,swap,10,1,energy;shift_timing,8,7,10,9,9,185020,45,24.229,474.795,58.419,11.016,168.0,40.0,2,0.4741,True,0,False,1,0,1,0.0,0,2,1,0,0,1,0,7,True,2
1001,1001-B-sp+al-all-c9beb6ef2,79,P7,swap,9,2,energy;shift_timing,7,6,8,7,12,282732,60,0.0,481.026,0.0,72.505,94.0,23.232,0,0.3865,False,2,True,3,1,1,0.0,0,0,1,2,0,1,0,7,True,7
1001,1001-B-sp+al-all-c9beb6ef2,80,P7,swap,12,2,bonus_eligibility;energy;shift_timing,7,6,11,10,12,262029,50,80.518,481.141,0.0,17.494,188.0,40.0,3,0.4895,True,0,False,2,0,2,5.0,0,0,0,0,1,1,0,10,True,4
1001,1001-B-sp+al-all-c9beb6ef2,81,P7,swap,10,1,bonus_eligibility;shift_timing,7,6,10,9,14,324595,70,52.459,487.571,0.0,41.941,114.0,25.591,0,0.5038,True,0,False,2,0,2,23.0,0,0,0,0,1,1,0,12,True,4
1001,1001-B-sp+al-all-c9beb6ef2,82,P7,swap,9,1,energy;shift_timing,6,5,8,8,17,401958,75,39.974,480.683,0.0,10.111,94.0,42.0,1,0.4518,True,1,False,2,0,2,0.0,0,0,1,0,0,2,0,12,True,5
1001,1001-B-sp+al-all-c9beb6ef2,83,P7,swap,11,1,bonus_eligibility;shift_timing,7,7,11,10,13,285416,65,68.024,515.637,30.461,10.737,186.0,40.0,2,0.4289,True,2,True,2,0,2,0.0,0,1,0,2,0,1,0,8,True,6
1001,1001-B-sp+al-all-c9beb6ef2,84,P7,swap,11,2,bonus_eligibility;energy;shift_timing,7,5,11,9,14,309824,85,12.547,511.911,0.0,69.611,106.0,40.0,1,0.4095,True,1,False,3,1,1,0.0,0,0,0,2,1,2,0,10,True,6
1001,1001-B-sp+al-all-c9beb6ef2,85,P7,swap,13,3,bonus_eligibility;energy;shift_timing,8,7,12,10,16,359521,60,63.709,531.665,30.928,9.81,150.0,40.0,3,0.4672,True,0,False,2,0,2,0.0,0,1,1,2,0,1,0,13,True,4
1001,1001-B-sp+al-all-c9beb6ef2,86,P7,swap,10,1,energy;shift_timing,7,7,9,9,8,178307,30,41.773,492.957,0.0,109.69,128.0,40.0,2,0.4733,True,0,False,2,1,1,40.0,0,0,0,0,1,0,0,7,True,4
1001,1001-B-sp+al-all-c9beb6ef2,87,P7,swap,9,0,shift_timing,7,6,8,9,13,297796,80,93.188,485.241,0.0,123.988,56.0,10.253,0,0.4517,True,0,False,3,1,2,46.0,0,0,1,0,0,1,0,10,True,6
1001,1001-B-sp+al-all-c9beb6ef2,88,P7,swap,10,2,bonus_eligibility;energy;shift_timing,5,5,9,8,12,272459,55,97.965,507.16,41.249,14.937,172.0,42.0,3,0.4439,True,0,False,2,0,2,0.0,0,1,0,0,2,1,0,11,True,4
1001,1001-B-sp+al-all-c9beb6ef2,89,P7,swap,12,2,bonus_eligibility;energy;shift_timing,8,6,11,10,17,382052,75,54.888,500.812,28.357,9.213,132.0,40.0,2,0.4162,True,0,False,2,0,2,0.0,0,1,0,0,1,2,0,14,True,4
1002,1002-B-sp+al-all-c9beb6ef2,0,P1,charge,4,0,shift_timing,1,0,4,4,6,113665,30,50.456,207.31,0.0,0.0,58.0,33.818,1,0.4406,True,0,False,0,0,0,0.0,0,0,2,1,0,0,0,4,True,0
1002,1002-B-sp+al-all-c9beb6ef2,1,P1,charge,4,0,shift_timing,1,0,4,4,3,61252,15,58.684,216.629,0.0,0.0,124.0,40.0,3,0.5009,True,0,False,0,0,0,0.0,0,0,0,1,0,0,0,3,True,0
1002,1002-B-sp+al-all-c9beb6ef2,2,P1,charge,4,1,bonus_eligibility;shift_timing,1,0,3,3,7,134596,45,44.631,222.407,32.794,0.0,16.0,6.0,0,0.324,False,0,False,0,0,0,0.0,0,1,0,2,0,0,0,5,True,0
1002,1002-B-sp+al-all-c9beb6ef2,3,P1,charge,5,0,shift_timing,2,0,5,5,8,147216,40,24.194,247.242,0.0,0.0,80.0,39.46,1,0.3685,False,0,False,0,0,0,0.0,0,0,0,2,0,0,0,7,True,0
1002,1002-B-sp+al-all-c9beb6ef2,4,P1,charge,5,0,shift_timing,2,0,5,5,4,62390,30,75.464,217.584,39.9,0.0,70.0,34.557,1,0.3947,False,0,False,0,0,0,0.0,0,1,0,0,1,0,0,4,True,0
1002,1002-B-sp+al-all-c9beb6ef2,5,P1,charge,4,0,shift_timing,1,0,3,4,4,72977,25,46.196,216.172,30.817,0.0,62.0,42.0,1,0.5431,True,0,False,0,0,0,0.0,0,1,0,1,1,0,0,2,True,0
1002,1002-B-sp+al-all-c9beb6ef2,6,P1,charge,6,1,bonus_eligibility;shift_timing,2,0,6,5,8,135993,45,26.83,232.19,32.615,0.0,30.0,4.0,0,0.4297,True,0,False,0,0,0,0.0,0,1,0,1,1,0,0,5,True,0
1002,1002-B-sp+al-all-c9beb6ef2,7,P1,charge,5,1,bonus_eligibility;shift_timing,2,0,4,4,6,108897,40,43.557,217.529,0.0,0.0,46.0,18.0,0,0.4049,True,0,False,0,0,0,0.0,0,0,0,1,0,0,0,4,True,0
1002,1002-B-sp+al-all-c9beb6ef2,8,P1,charge,4,0,shift_timing,2,0,4,4,2,38232,10,63.803,195.313,35.329,0.0,98.0,40.0,2,0.4825,True,0,False,0,0,0,0.0,0,1,0,0,1,0,0,2,True,0
1002,1002-B-sp+al-all-c9beb6ef2,9,P1,charge,4,0,shift_timing,1,0,4,4,5,112635,30,37.485,197.106,0.0,0.0,38.0,27.711,0,0.3299,False,0,False,0,0,0,0.0,0,0,1,1,0,0,0,3,True,0
1002,1002-B-sp+al-all-c9beb6ef2,10,P1,charge,6,1,bonus_eligibility;shift_timing,2,0,4,5,4,84169,30,45.316,209.643,28.054,0.0,50.0,40.0,1,0.3696,False,0,False,0,0,0,0.0,0,1,0,1,1,0,0,3,True,0
1002,1002-B-sp+al-all-c9beb6ef2,11,P1,charge,4,0,shift_timing,1,0,4,4,6,101699,35,47.63,214.157,43.278,0.0,14.0,3.13,0,0.4454,True,0,False,0,0,0,0.0,0,1,2,1,0,0,0,5,True,0
1002,1002-B-sp+al-all-c9beb6ef2,12,P1,charge,5,0,shift_timing,2,0,5,5,6,119439,35,38.567,260.004,32.623,0.0,76.0,34.871,1,0.3262,False,0,False,0,0,0,0.0,0,1,0,3,0,0,0,5,True,0
1002,1002-B-sp+al-all-c9beb6ef2,13,P2,swap,13,1,energy;shift_timing,10,7,13,12,8,180685,45,100.0,649.846,24.663,67.561,290.0,40.0,4,0.4429,True,0,False,2,0,2,50.0,0,1,0,0,0,0,0,5,True,4
1002,1002-B-sp+al-all-c9beb6ef2,14,P2,swap,12,0,shift_timing,12,11,12,12,15,347488,85,71.949,661.662,0.0,21.598,270.0,42.606,4,0.4248,True,0,False,2,0,2,4.0,0,0,0,0,0,1,0,9,True,4
1002,1002-B-sp+al-all-c9beb6ef2,15,P2,swap,11,0,shift_timing,8,5,10,11,9,214121,60,43.359,622.594,29.927,60.047,298.0,42.951,4,0.3482,False,0,False,1,0,1,55.0,0,1,1,0,0,0,0,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,16,P2,swap,15,1,bonus_eligibility;shift_timing,13,12,15,14,19,470805,115,89.379,662.182,25.75,22.678,152.0,40.0,1,0.3537,False,0,False,3,0,3,0.0,0,1,2,0,1,1,0,12,True,6
1002,1002-B-sp+al-all-c9beb6ef2,17,P2,swap,16,2,energy;rest;shift_timing,11,11,15,14,16,356024,90,44.676,698.139,24.645,36.256,230.0,40.0,3,0.4336,True,0,False,2,0,2,19.0,0,1,0,3,0,1,0,15,True,4
1002,1002-B-sp+al-all-c9beb6ef2,18,P2,swap,14,1,energy;shift_timing,10,9,13,13,17,410179,100,39.988,679.347,34.975,15.351,200.0,40.0,3,0.4141,True,0,False,2,0,2,0.0,0,1,1,0,0,1,0,15,True,4
1002,1002-B-sp+al-all-c9beb6ef2,19,P2,swap,13,0,shift_timing,10,8,12,13,17,422278,100,31.703,649.769,64.791,8.773,158.0,40.0,1,0.4188,True,1,False,2,0,2,0.0,0,2,1,0,0,1,0,14,True,5
1002,1002-B-sp+al-all-c9beb6ef2,20,P2,swap,12,1,energy;shift_timing,9,6,11,11,10,233946,65,100.0,653.333,33.806,119.69,164.0,76.976,2,0.4351,True,0,False,2,0,2,53.0,0,1,0,1,1,0,0,8,True,4
1002,1002-B-sp+al-all-c9beb6ef2,21,P2,swap,11,1,energy;shift_timing,7,4,10,10,11,203688,70,59.082,664.177,89.479,78.007,256.0,40.0,3,0.4351,True,0,False,2,1,1,10.0,0,3,0,0,0,0,0,8,True,4
