seed,run_id,actor_id,archetype,fleet,checkpoints,ready_checkpoints,checkpoint_topics,current_future_distinct,swap_soon_candidates,checkpoint_execution_links,max_topic_revisions,trips,payout_vnd,points,soc_end_pct,online_min,rest_min,charge_min,idle_min,longest_inferred_idle_min,long_idle_blocks_30m,empty_share,high_empty_share_40pct,soc_skips,repeated_soc_skips,swap_started,swap_failed,swap_done,swap_wait_max_min,battery_stranded,rest_events,cancel_after_accept,decline_economics,decline_behavior,mission_completed,newbie_events,ratings,recap_inputs_present,energy_event_count
1002,1002-B-sp+al-all-c9beb6ef2,22,P2,swap,17,3,energy;shift_timing,12,11,16,14,14,328257,85,90.435,647.388,38.586,14.376,254.0,40.0,2,0.4168,True,1,False,2,0,2,6.0,0,1,0,1,0,1,0,10,True,5
1002,1002-B-sp+al-all-c9beb6ef2,23,P2,swap,12,0,shift_timing,10,8,11,12,10,234234,65,67.098,679.358,42.419,26.688,258.0,40.0,3,0.4951,True,0,False,2,0,2,10.0,0,1,0,0,0,0,0,8,True,4
1002,1002-B-sp+al-all-c9beb6ef2,24,P2,swap,15,0,shift_timing,12,9,14,15,17,369616,100,44.494,641.45,63.599,9.533,218.0,40.0,3,0.4847,True,1,False,2,0,2,0.0,0,2,0,0,0,1,0,13,True,5
1002,1002-B-sp+al-all-c9beb6ef2,25,P2,swap,11,0,shift_timing,9,9,10,11,15,354456,100,48.523,666.725,35.823,28.951,220.0,42.0,3,0.4536,True,0,False,2,0,2,11.0,0,1,1,0,1,1,0,8,True,4
1002,1002-B-sp+al-all-c9beb6ef2,26,P2,swap,13,1,bonus_eligibility;shift_timing,9,9,12,12,12,299276,65,73.977,612.738,35.204,54.996,206.0,42.0,3,0.4706,True,1,False,2,0,2,41.0,0,1,1,1,0,1,0,9,True,5
1002,1002-B-sp+al-all-c9beb6ef2,27,P2,swap,13,2,energy;shift_timing,9,9,12,11,16,390583,100,73.345,652.642,37.739,34.615,228.0,40.0,3,0.3522,False,0,False,2,0,2,26.0,0,1,2,0,0,1,0,12,True,4
1002,1002-B-sp+al-all-c9beb6ef2,28,P2,swap,14,0,shift_timing,11,10,14,14,16,340921,95,59.346,654.758,39.337,11.419,246.0,40.996,3,0.4044,True,1,False,2,0,2,0.0,0,1,1,1,0,1,0,13,True,5
1002,1002-B-sp+al-all-c9beb6ef2,29,P2,swap,15,1,energy;shift_timing,11,11,15,14,15,372709,100,66.929,666.29,62.026,62.188,184.0,33.032,2,0.3956,False,0,False,2,0,2,47.0,0,2,1,1,0,1,0,13,True,4
1002,1002-B-sp+al-all-c9beb6ef2,30,P2,swap,10,0,shift_timing,9,7,10,10,11,254981,80,100.0,681.162,44.01,20.678,280.0,40.0,5,0.4151,True,0,False,2,0,2,5.0,0,1,0,0,0,0,0,9,True,4
1002,1002-B-sp+al-all-c9beb6ef2,31,P3,swap,12,2,energy;shift_timing,8,6,12,10,14,366165,75,47.076,729.241,39.141,16.875,298.0,40.0,5,0.425,True,0,False,2,0,2,0.0,0,1,2,0,0,1,0,11,True,4
1002,1002-B-sp+al-all-c9beb6ef2,32,P3,swap,14,2,energy;shift_timing,11,10,14,12,19,461460,110,41.435,690.676,23.81,6.662,254.0,40.0,2,0.3844,False,0,False,2,0,2,0.0,0,1,0,0,0,2,0,12,True,4
1002,1002-B-sp+al-all-c9beb6ef2,33,P3,charge,11,0,shift_timing,11,11,11,11,8,133588,60,100.0,768.644,0.0,210.0,316.0,40.0,6,0.4947,True,0,False,0,0,0,0.0,0,0,2,0,0,0,0,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,34,P3,charge,13,0,shift_timing,12,12,13,13,10,254191,65,100.0,860.399,27.627,210.0,328.0,42.0,7,0.4339,True,0,False,0,0,0,0.0,0,1,0,1,0,1,0,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,35,P3,charge,10,2,energy;shift_timing,8,8,10,8,11,217966,80,100.0,781.973,37.506,210.0,256.0,40.0,4,0.4573,True,1,False,0,0,0,0.0,0,1,0,0,0,0,0,9,True,3
1002,1002-B-sp+al-all-c9beb6ef2,36,P4,swap,11,2,bonus_eligibility;rest;shift_timing,6,5,11,9,13,322499,75,90.888,504.144,33.914,56.812,88.0,22.0,0,0.3622,False,0,False,2,0,2,46.0,0,1,0,4,2,2,1,11,True,4
1002,1002-B-sp+al-all-c9beb6ef2,37,P4,swap,13,1,bonus_eligibility;shift_timing,9,6,12,12,6,262500,35,54.97,562.997,71.998,1.383,276.0,42.0,5,0.4831,True,0,False,1,0,1,0.0,0,2,0,0,0,0,1,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,38,P4,swap,11,1,bonus_eligibility;shift_timing,9,7,11,10,11,262498,60,100.0,520.373,28.408,81.076,130.0,45.475,2,0.3617,False,0,False,3,1,2,11.0,0,1,1,4,1,0,1,9,True,6
1002,1002-B-sp+al-all-c9beb6ef2,39,P4,swap,13,1,bonus_eligibility;shift_timing,10,7,13,12,12,322500,75,27.501,509.367,49.04,4.283,186.0,40.0,2,0.3741,False,0,False,1,0,1,0.0,0,2,4,0,0,2,1,8,True,2
1002,1002-B-sp+al-all-c9beb6ef2,40,P4,swap,12,2,bonus_eligibility;energy;shift_timing,7,5,11,10,9,282499,65,37.018,523.357,82.969,6.372,180.0,40.0,2,0.4257,True,1,False,1,0,1,0.0,0,2,0,4,2,1,1,7,True,3
1002,1002-B-sp+al-all-c9beb6ef2,41,P4,swap,12,1,bonus_eligibility;shift_timing,10,10,12,11,5,282501,40,98.124,486.642,25.361,46.695,248.0,40.0,4,0.5095,True,0,False,1,0,1,38.0,0,1,0,0,0,1,1,4,True,2
1002,1002-B-sp+al-all-c9beb6ef2,42,P4,swap,9,1,bonus_eligibility;shift_timing,5,4,9,8,7,282499,50,70.281,509.417,50.735,11.296,258.0,40.0,3,0.4075,True,0,False,1,0,1,6.0,0,2,0,2,0,1,1,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,43,P4,swap,11,2,bonus_eligibility;energy;shift_timing,6,6,11,9,6,262499,35,65.362,525.767,51.316,40.181,224.0,40.0,4,0.5029,True,0,False,1,0,1,32.0,0,2,0,1,1,0,1,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,44,P4,swap,12,1,bonus_eligibility;shift_timing,10,10,12,11,3,262500,15,98.124,545.936,69.105,25.725,322.0,41.398,4,0.6478,True,0,False,1,0,1,17.0,0,2,1,1,0,0,1,3,True,2
1002,1002-B-sp+al-all-c9beb6ef2,45,P4,swap,11,2,bonus_eligibility;energy;shift_timing,8,8,11,9,4,282501,40,97.965,520.434,56.703,59.37,240.0,40.0,4,0.5328,True,0,False,1,0,1,52.0,0,2,0,1,0,1,1,4,True,2
1002,1002-B-sp+al-all-c9beb6ef2,46,P4,swap,12,2,bonus_eligibility;energy;shift_timing,9,9,12,10,15,336449,85,64.1,493.128,26.378,5.435,126.0,26.437,0,0.3793,False,1,False,2,0,2,0.0,0,1,0,4,1,2,0,11,True,5
1002,1002-B-sp+al-all-c9beb6ef2,47,P4,swap,10,2,bonus_eligibility;energy;shift_timing,7,6,9,8,9,282500,60,29.99,541.455,83.562,16.585,184.0,40.0,2,0.4664,True,0,False,1,0,1,3.0,0,3,0,2,0,1,1,7,True,2
1002,1002-B-sp+al-all-c9beb6ef2,48,P4,swap,11,1,bonus_eligibility;shift_timing,7,6,11,10,11,282500,70,100.0,531.682,43.478,84.089,106.0,28.0,0,0.4415,True,0,False,3,1,2,5.0,0,1,1,3,2,1,1,10,True,6
1002,1002-B-sp+al-all-c9beb6ef2,49,P4,swap,11,1,bonus_eligibility;shift_timing,7,6,11,10,4,262499,30,87.416,513.101,62.828,10.033,266.0,40.0,3,0.5649,True,0,False,1,0,1,2.0,0,2,0,1,0,0,1,2,True,2
1002,1002-B-sp+al-all-c9beb6ef2,50,P4,swap,11,2,bonus_eligibility;energy;shift_timing,6,6,11,9,6,262499,40,69.554,510.89,68.389,7.487,230.0,42.0,3,0.5775,True,0,False,1,0,1,0.0,0,2,0,4,0,0,1,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,51,P4,swap,12,1,bonus_eligibility;shift_timing,8,5,12,11,6,282499,45,74.61,525.46,67.56,6.213,274.0,42.0,4,0.4699,True,0,False,1,0,1,0.0,0,2,0,3,0,1,1,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,52,P5,charge,7,1,energy;shift_timing,6,6,6,6,13,341640,85,5.895,482.612,0.0,210.0,52.0,113.962,1,0.3418,False,1,False,0,0,0,0.0,0,0,0,0,0,1,0,9,True,2
1002,1002-B-sp+al-all-c9beb6ef2,53,P5,charge,7,0,shift_timing,7,7,6,7,10,196780,55,11.867,447.427,0.0,210.0,88.0,91.36,2,0.4682,True,0,False,0,0,0,0.0,0,0,0,0,0,0,0,6,True,1
1002,1002-B-sp+al-all-c9beb6ef2,54,P5,charge,6,0,shift_timing,6,6,6,6,11,266322,75,15.466,526.158,0.0,210.0,48.0,208.162,2,0.3655,False,0,False,0,0,0,0.0,0,0,0,0,0,1,0,9,True,1
1002,1002-B-sp+al-all-c9beb6ef2,55,P5,charge,8,0,shift_timing,8,8,8,8,12,325585,75,11.059,503.006,40.333,210.0,94.0,73.213,3,0.3958,False,0,False,0,0,0,0.0,0,1,0,0,0,2,0,10,True,1
1002,1002-B-sp+al-all-c9beb6ef2,56,P5,charge,4,0,shift_timing,4,4,4,4,10,248502,65,15.171,421.291,0.0,210.0,48.0,131.411,2,0.3839,False,0,False,0,0,0,0.0,0,0,1,0,0,1,0,7,True,1
1002,1002-B-sp+al-all-c9beb6ef2,57,P5,swap,10,0,shift_timing,8,6,10,10,14,316510,60,38.95,508.606,27.248,47.631,100.0,40.0,1,0.4315,True,3,True,2,0,2,41.0,0,1,1,0,0,1,0,11,True,7
1002,1002-B-sp+al-all-c9beb6ef2,58,P5,swap,8,0,shift_timing,5,4,8,8,11,226005,55,91.978,475.269,0.0,29.005,142.0,40.0,2,0.4201,True,0,False,2,0,2,9.0,0,0,1,0,1,0,0,7,True,4
1002,1002-B-sp+al-all-c9beb6ef2,59,P5,swap,11,2,bonus_eligibility;energy;shift_timing,6,6,10,9,11,209578,50,28.402,459.202,0.0,111.762,70.0,20.0,0,0.4497,True,0,False,2,1,1,46.0,0,0,0,1,0,0,0,7,True,4
1002,1002-B-sp+al-all-c9beb6ef2,60,P5,charge,7,0,shift_timing,7,7,6,7,9,195454,60,11.791,505.957,44.331,210.0,88.0,136.656,2,0.5095,True,0,False,0,0,0,0.0,0,1,0,0,0,0,0,3,True,1
1002,1002-B-sp+al-all-c9beb6ef2,61,P5,charge,8,0,shift_timing,8,8,7,8,8,167789,40,14.351,515.725,0.0,210.0,166.0,105.644,4,0.4814,True,0,False,0,0,0,0.0,0,0,1,0,0,0,0,6,True,1
1002,1002-B-sp+al-all-c9beb6ef2,62,P5,swap,10,2,energy;shift_timing,6,5,9,8,11,212234,45,66.59,478.734,0.0,11.59,172.0,40.0,3,0.5453,True,2,True,2,0,2,0.0,0,0,1,0,0,0,0,8,True,6
1002,1002-B-sp+al-all-c9beb6ef2,63,P6,swap,11,2,rest;shift_timing,6,4,11,9,8,153218,35,54.039,492.841,101.185,11.108,178.0,40.0,2,0.4732,True,0,False,1,0,1,0.0,0,3,0,0,0,0,0,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,64,P6,swap,9,2,bonus_eligibility;energy;shift_timing,4,3,9,7,8,153894,40,76.876,479.755,95.356,5.09,170.0,40.0,2,0.479,True,1,False,1,0,1,0.0,0,3,0,1,0,1,0,7,True,3
1002,1002-B-sp+al-all-c9beb6ef2,65,P6,swap,9,2,bonus_eligibility;rest;shift_timing,4,2,9,7,7,173255,45,63.141,520.677,117.382,11.709,162.0,40.0,2,0.4439,True,0,False,1,0,1,0.0,0,4,0,2,0,1,0,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,66,P6,swap,11,2,bonus_eligibility;energy;shift_timing,8,6,11,9,14,286451,70,85.362,457.765,29.756,14.152,112.0,33.075,1,0.4603,True,0,False,2,0,2,0.0,0,1,1,1,2,2,0,13,True,4
1002,1002-B-sp+al-all-c9beb6ef2,67,P6,swap,10,1,energy;shift_timing,6,4,9,9,10,242513,60,21.26,444.202,30.633,6.639,130.0,40.0,2,0.4874,True,0,False,1,0,1,0.0,0,1,0,1,0,1,0,8,True,2
1002,1002-B-sp+al-all-c9beb6ef2,68,P6,swap,8,1,energy;shift_timing,4,2,8,7,8,144880,45,64.458,455.835,64.763,5.826,186.0,42.0,3,0.5043,True,0,False,1,0,1,0.0,0,2,0,0,0,1,0,7,True,2
1002,1002-B-sp+al-all-c9beb6ef2,69,P6,swap,11,1,energy;shift_timing,7,5,11,10,6,130480,55,89.505,503.897,110.712,5.682,192.0,44.0,3,0.4363,True,0,False,1,0,1,0.0,0,4,2,2,1,1,0,4,True,2
1002,1002-B-sp+al-all-c9beb6ef2,70,P6,swap,13,2,bonus_eligibility;rest;shift_timing,8,8,12,11,6,110100,50,98.124,499.569,112.044,53.94,174.0,40.0,3,0.5321,True,0,False,1,0,1,49.0,0,3,0,1,0,1,0,4,True,2
1002,1002-B-sp+al-all-c9beb6ef2,71,P6,swap,11,2,bonus_eligibility;rest;shift_timing,6,4,10,9,8,177136,60,54.334,465.459,71.296,8.053,154.0,40.0,2,0.3963,False,0,False,1,0,1,0.0,0,3,2,1,1,1,0,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,72,P6,swap,9,1,rest;shift_timing,5,3,9,8,8,169317,50,54.614,559.609,115.083,8.754,212.0,42.0,3,0.4612,True,0,False,1,0,1,0.0,0,3,0,1,1,1,0,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,73,P6,swap,12,2,bonus_eligibility;rest;shift_timing,7,5,11,10,13,301900,70,48.558,531.795,119.527,6.777,142.0,34.731,1,0.4013,True,0,False,1,0,1,0.0,0,4,0,1,0,2,0,7,True,2
1002,1002-B-sp+al-all-c9beb6ef2,74,P6,swap,10,1,rest;shift_timing,6,4,9,9,5,142869,30,73.597,463.28,55.525,2.775,218.0,40.0,2,0.4077,True,0,False,1,0,1,0.0,0,2,0,0,0,1,0,5,True,2
1002,1002-B-sp+al-all-c9beb6ef2,75,P6,swap,10,1,rest;shift_timing,6,4,9,9,8,177686,65,70.786,503.238,93.684,4.942,202.0,40.0,3,0.4822,True,0,False,1,0,1,0.0,0,3,0,0,0,1,0,7,True,2
1002,1002-B-sp+al-all-c9beb6ef2,76,P6,swap,9,1,rest;shift_timing,5,3,9,8,8,155018,45,75.309,531.476,134.033,6.856,186.0,40.068,2,0.5044,True,1,False,1,0,1,0.0,0,4,1,0,0,1,0,3,True,3
1002,1002-B-sp+al-all-c9beb6ef2,77,P6,swap,9,2,energy;shift_timing,4,3,9,7,9,213800,70,60.211,486.566,89.525,11.179,164.0,40.0,2,0.4149,True,0,False,1,0,1,0.0,0,3,0,0,0,1,0,6,True,2
1002,1002-B-sp+al-all-c9beb6ef2,78,P6,swap,9,2,bonus_eligibility;energy;shift_timing,4,3,8,7,5,96525,30,87.429,446.644,50.01,7.757,234.0,42.0,4,0.468,True,0,False,1,0,1,0.0,0,2,0,1,0,0,0,4,True,2
1002,1002-B-sp+al-all-c9beb6ef2,79,P7,swap,12,1,bonus_eligibility;shift_timing,9,8,12,11,20,406000,70,45.586,495.756,0.0,7.717,130.0,40.0,2,0.4157,True,1,False,2,0,2,0.0,0,0,0,1,0,1,0,15,True,5
1002,1002-B-sp+al-all-c9beb6ef2,80,P7,swap,9,0,shift_timing,6,6,9,9,8,155684,45,50.031,499.559,43.498,77.629,156.0,40.0,3,0.4553,True,0,False,2,1,1,15.0,0,1,0,0,0,0,0,7,True,4
1002,1002-B-sp+al-all-c9beb6ef2,81,P7,swap,10,0,shift_timing,7,7,10,10,14,268006,40,11.742,523.18,26.368,68.646,158.0,40.0,2,0.5178,True,0,False,2,0,1,60.0,0,1,0,0,0,1,0,11,True,3
1002,1002-B-sp+al-all-c9beb6ef2,82,P7,swap,10,1,bonus_eligibility;shift_timing,7,6,9,9,13,319750,60,61.506,482.424,0.0,9.201,164.0,40.0,2,0.4376,True,2,True,2,0,2,0.0,0,0,0,1,1,2,0,9,True,6
1002,1002-B-sp+al-all-c9beb6ef2,83,P7,swap,11,2,bonus_eligibility;energy;shift_timing,8,7,10,9,16,356175,60,34.331,517.895,25.976,9.564,124.0,40.0,2,0.4658,True,2,True,2,0,2,0.0,0,1,1,1,0,1,0,13,True,6
1002,1002-B-sp+al-all-c9beb6ef2,84,P7,swap,12,1,energy;shift_timing,8,7,12,11,12,268279,40,78.894,503.602,43.295,11.715,184.0,40.0,3,0.5142,True,0,False,2,0,2,0.0,0,1,0,1,0,1,0,8,True,4
1002,1002-B-sp+al-all-c9beb6ef2,85,P7,swap,12,1,bonus_eligibility;shift_timing,9,9,10,11,12,238460,50,98.124,519.66,41.893,41.22,170.0,40.0,3,0.5163,True,2,True,2,0,2,26.0,0,1,0,1,0,1,0,8,True,6
1002,1002-B-sp+al-all-c9beb6ef2,86,P7,swap,9,0,shift_timing,7,7,9,9,11,204747,45,100.0,520.858,35.417,94.221,148.0,40.0,2,0.4894,True,0,False,3,1,2,21.0,0,1,1,3,0,0,0,7,True,6
1002,1002-B-sp+al-all-c9beb6ef2,87,P7,swap,11,2,bonus_eligibility;energy;shift_timing,6,5,10,9,13,305786,45,50.901,484.899,0.0,13.485,160.0,40.0,2,0.4565,True,1,False,2,0,2,0.0,0,0,2,2,0,1,0,11,True,5
1002,1002-B-sp+al-all-c9beb6ef2,88,P7,swap,10,0,shift_timing,8,8,10,10,14,285298,65,88.973,514.893,31.726,30.296,188.0,40.0,3,0.4993,True,0,False,2,0,2,18.0,0,1,1,0,0,1,0,11,True,4
1002,1002-B-sp+al-all-c9beb6ef2,89,P7,swap,11,1,bonus_eligibility;shift_timing,7,7,10,10,13,268646,55,70.259,496.33,44.337,26.661,154.0,40.0,2,0.4988,True,0,False,2,0,2,12.0,0,1,0,2,0,1,0,11,True,4
1003,1003-B-sp+al-all-c9beb6ef2,0,P1,charge,3,0,shift_timing,2,0,3,3,8,180271,45,29.668,223.601,0.0,0.0,32.0,25.24,0,0.34,False,0,False,0,0,0,0.0,0,0,0,1,0,1,0,7,True,0
1003,1003-B-sp+al-all-c9beb6ef2,1,P1,charge,3,0,shift_timing,1,0,3,3,6,93957,45,67.285,191.623,35.646,0.0,34.0,12.093,0,0.3555,False,0,False,0,0,0,0.0,0,1,0,1,0,0,0,5,True,0
1003,1003-B-sp+al-all-c9beb6ef2,2,P1,charge,4,0,shift_timing,1,0,4,4,4,83645,25,34.787,185.168,29.701,0.0,20.0,4.0,0,0.5181,True,0,False,0,0,0,0.0,0,1,1,0,0,0,0,3,True,0
1003,1003-B-sp+al-all-c9beb6ef2,3,P1,charge,4,0,shift_timing,2,0,3,4,4,77507,25,53.821,193.558,39.866,0.0,36.0,20.425,0,0.3321,False,0,False,0,0,0,0.0,0,1,0,0,0,0,0,2,True,0
1003,1003-B-sp+al-all-c9beb6ef2,4,P1,charge,4,0,shift_timing,1,0,4,4,4,95030,25,57.579,197.727,38.553,0.0,36.0,26.3,0,0.3292,False,0,False,0,0,0,0.0,0,1,0,0,2,0,0,3,True,0
1003,1003-B-sp+al-all-c9beb6ef2,5,P1,charge,6,1,bonus_eligibility;shift_timing,2,0,4,5,12,250566,65,11.342,370.485,0.0,210.0,20.0,141.447,1,0.3896,False,0,False,0,0,0,0.0,0,0,0,2,0,1,0,9,True,1
1003,1003-B-sp+al-all-c9beb6ef2,6,P1,charge,3,0,shift_timing,1,0,3,3,4,85385,25,44.112,186.834,43.78,0.0,18.0,9.799,0,0.3822,False,0,False,0,0,0,0.0,0,1,0,2,0,0,0,2,True,0
1003,1003-B-sp+al-all-c9beb6ef2,7,P1,charge,5,1,bonus_eligibility;shift_timing,1,0,4,4,5,100332,25,47.361,207.382,24.248,0.0,58.0,24.0,0,0.3187,False,0,False,0,0,0,0.0,0,1,0,2,0,0,0,5,True,0
1003,1003-B-sp+al-all-c9beb6ef2,8,P1,charge,4,0,shift_timing,1,0,4,4,6,119660,35,54.718,209.032,34.836,0.0,26.0,8.0,0,0.3177,False,0,False,0,0,0,0.0,0,1,0,1,1,0,0,4,True,0
1003,1003-B-sp+al-all-c9beb6ef2,9,P1,charge,5,0,shift_timing,3,1,5,5,8,131184,45,13.916,374.813,0.0,210.0,16.0,159.231,1,0.4871,True,0,False,0,0,0,0.0,0,0,0,2,0,0,0,5,True,1
1003,1003-B-sp+al-all-c9beb6ef2,10,P1,charge,3,0,shift_timing,1,0,3,3,5,102363,35,51.41,206.791,37.815,0.0,22.0,6.105,0,0.4082,True,0,False,0,0,0,0.0,0,1,0,0,0,0,0,4,True,0
1003,1003-B-sp+al-all-c9beb6ef2,11,P1,charge,4,0,shift_timing,1,0,4,4,6,112159,45,50.197,212.731,34.646,0.0,30.0,16.875,0,0.2452,False,0,False,0,0,0,0.0,0,1,0,0,0,0,0,5,True,0
1003,1003-B-sp+al-all-c9beb6ef2,12,P1,charge,5,0,shift_timing,2,0,5,5,4,76707,25,52.962,224.611,30.744,0.0,72.0,40.0,1,0.4777,True,0,False,0,0,0,0.0,0,1,0,0,0,0,0,4,True,0
1003,1003-B-sp+al-all-c9beb6ef2,13,P2,swap,13,1,energy;shift_timing,9,9,13,12,15,361230,90,42.788,680.108,63.596,15.375,198.0,40.0,3,0.4497,True,0,False,2,0,2,0.0,0,2,1,1,0,1,0,13,True,4
1003,1003-B-sp+al-all-c9beb6ef2,14,P2,swap,14,1,energy;shift_timing,11,10,14,13,16,378372,105,72.053,661.45,59.413,13.97,238.0,42.0,2,0.4011,True,1,False,2,0,2,0.0,0,2,0,0,0,1,0,10,True,5
1003,1003-B-sp+al-all-c9beb6ef2,15,P2,swap,14,3,energy;shift_timing,10,8,13,11,15,364370,95,83.061,622.459,34.905,12.503,188.0,40.0,1,0.3636,False,1,False,2,0,2,0.0,0,1,0,1,0,1,0,9,True,5
1003,1003-B-sp+al-all-c9beb6ef2,16,P2,swap,14,0,shift_timing,11,11,13,14,13,342239,90,62.822,645.577,60.369,72.234,202.0,40.0,3,0.3873,False,0,False,2,0,2,52.0,0,2,0,0,0,2,0,11,True,4
1003,1003-B-sp+al-all-c9beb6ef2,17,P2,swap,16,1,bonus_eligibility;shift_timing,12,10,16,15,18,454310,105,22.281,639.861,48.206,31.167,138.0,29.048,0,0.3775,False,2,True,2,0,2,19.0,0,2,0,0,0,1,0,15,True,6
1003,1003-B-sp+al-all-c9beb6ef2,18,P2,swap,12,1,energy;shift_timing,8,6,12,11,17,413152,115,57.906,730.439,43.178,11.358,242.0,40.0,2,0.4075,True,2,True,2,0,2,0.0,0,1,0,0,0,1,0,14,True,6
1003,1003-B-sp+al-all-c9beb6ef2,19,P2,swap,13,0,shift_timing,10,9,13,13,22,480966,135,88.431,650.133,41.545,28.451,136.0,25.577,0,0.3652,False,0,False,3,0,3,18.0,0,1,0,1,0,1,0,13,True,6
1003,1003-B-sp+al-all-c9beb6ef2,20,P2,swap,14,0,shift_timing,11,11,13,14,16,425588,110,50.978,667.712,23.866,41.692,204.0,40.0,2,0.3416,False,0,False,2,0,2,32.0,0,1,0,0,0,2,0,13,True,4
1003,1003-B-sp+al-all-c9beb6ef2,21,P2,swap,13,0,shift_timing,12,10,13,13,11,219397,65,100.0,689.843,87.166,9.925,294.0,40.971,4,0.5413,True,0,False,2,0,2,0.0,0,3,1,1,0,0,0,9,True,4
1003,1003-B-sp+al-all-c9beb6ef2,22,P2,swap,15,2,bonus_eligibility;energy;shift_timing,11,10,14,13,14,311597,90,64.09,683.52,61.511,19.409,242.0,42.0,2,0.4806,True,0,False,2,0,2,0.0,0,2,1,1,0,1,0,11,True,4
1003,1003-B-sp+al-all-c9beb6ef2,23,P2,swap,15,1,bonus_eligibility;shift_timing,11,11,15,14,17,372118,110,45.662,651.152,24.944,20.904,230.0,40.0,1,0.4563,True,0,False,2,0,2,12.0,0,1,1,1,0,1,0,14,True,4
1003,1003-B-sp+al-all-c9beb6ef2,24,P2,swap,13,2,bonus_eligibility;energy;shift_timing,9,8,13,11,17,424717,100,42.241,641.125,31.535,49.697,160.0,40.0,2,0.3907,False,0,False,2,0,2,37.0,0,1,0,2,0,1,0,14,True,4
1003,1003-B-sp+al-all-c9beb6ef2,25,P2,swap,14,3,bonus_eligibility;energy;shift_timing,11,8,14,11,10,195076,80,100.0,659.254,0.0,79.447,278.0,42.0,4,0.4679,True,0,False,2,0,2,54.0,0,0,0,2,0,0,0,7,True,4
1003,1003-B-sp+al-all-c9beb6ef2,26,P2,swap,15,3,energy;rest;shift_timing,10,10,14,12,15,370183,85,50.834,647.798,25.309,14.985,190.0,40.0,2,0.4266,True,0,False,2,0,2,0.0,0,1,0,0,0,1,0,13,True,4
1003,1003-B-sp+al-all-c9beb6ef2,27,P2,swap,14,0,shift_timing,11,11,14,14,9,134503,60,54.909,650.036,24.264,10.063,378.0,40.476,6,0.5577,True,0,False,1,0,1,0.0,0,1,2,0,0,0,0,7,True,2
1003,1003-B-sp+al-all-c9beb6ef2,28,P2,swap,15,0,shift_timing,12,11,14,15,17,396457,115,56.304,639.264,37.826,14.876,182.0,40.0,1,0.426,True,0,False,2,0,2,0.0,0,1,1,0,0,1,0,12,True,4
1003,1003-B-sp+al-all-c9beb6ef2,29,P2,swap,17,1,bonus_eligibility;shift_timing,13,12,16,16,14,332928,85,50.959,644.96,57.9,11.305,228.0,42.0,2,0.4722,True,2,True,2,0,2,0.0,0,2,1,0,0,1,0,10,True,6
1003,1003-B-sp+al-all-c9beb6ef2,30,P2,swap,13,1,energy;shift_timing,9,6,12,12,9,188236,60,100.0,649.64,25.02,22.411,322.0,40.0,5,0.5604,True,0,False,2,0,2,2.0,0,1,0,0,0,0,0,6,True,4
1003,1003-B-sp+al-all-c9beb6ef2,31,P3,charge,11,0,shift_timing,11,11,10,11,8,157184,55,100.0,824.794,29.905,210.0,322.0,40.0,6,0.517,True,2,True,0,0,0,0.0,0,1,1,0,0,0,0,7,True,4
1003,1003-B-sp+al-all-c9beb6ef2,32,P3,swap,14,0,shift_timing,11,10,13,14,18,411786,100,43.94,706.327,32.066,15.568,266.0,40.0,3,0.4411,True,1,False,2,0,2,0.0,0,1,2,1,0,1,0,14,True,5
1003,1003-B-sp+al-all-c9beb6ef2,33,P3,charge,12,0,shift_timing,12,12,12,12,8,185562,65,100.0,776.706,39.005,210.0,288.0,40.0,4,0.3979,False,0,False,0,0,0,0.0,0,1,1,1,0,0,0,4,True,2
1003,1003-B-sp+al-all-c9beb6ef2,34,P3,swap,15,0,shift_timing,12,11,14,15,15,388120,90,44.843,736.344,0.0,20.407,328.0,40.0,4,0.4223,True,0,False,2,0,2,11.0,0,0,0,0,0,2,0,11,True,4
1003,1003-B-sp+al-all-c9beb6ef2,35,P3,swap,17,3,bonus_eligibility;energy;shift_timing,12,10,16,14,21,497262,120,100.0,720.66,30.869,78.375,158.0,40.0,1,0.3587,False,1,False,3,0,3,52.0,0,1,2,3,0,1,0,16,True,7
1003,1003-B-sp+al-all-c9beb6ef2,36,P4,swap,11,2,bonus_eligibility;energy;shift_timing,8,8,11,9,7,262498,50,71.32,509.84,44.034,3.957,264.0,44.0,5,0.4116,True,1,False,1,0,1,0.0,0,1,0,3,0,0,1,5,True,3
1003,1003-B-sp+al-all-c9beb6ef2,37,P4,swap,12,2,bonus_eligibility;energy;shift_timing,7,7,11,10,8,262500,45,56.875,540.093,82.294,8.066,234.0,58.0,4,0.5046,True,0,False,1,0,1,0.0,0,3,1,3,3,0,1,5,True,2
